ACCNUM	0.15H.IFN_1	0.5H.IFN_1	0.75H.IFN_1	1H.IFN_1	1.25H.IFN_1	1.5H.IFN_1	2.25H.IFN_1	2.75H.IFN_1	3H.IFN_1	3.5H.IFN_1	5H.IFN_1	5.5H.IFN_1	6H.IFN_1	6.5H.IFN_1	7H.IFN_1	8H.IFN_1	9H.IFN_1	10H.IFN_1	11H.IFN_1	12H.IFN_1	13H.IFN_1	14H.IFN_1
NM_001293783	6.56887749951207	6.92684420673364	7.63912561174801	8.86333573688739	9.63879785965397	9.92847021799155	10.4380904083262	10.0485844168955	9.70932236327417	9.30006607184676	9.08217964305952	8.78442274805768	8.87667042895423	8.73022443788802	8.84557892905737	8.90829120758066	8.56559221941173	9.07258697166517	8.58543300660906	8.5513151469345	8.43471266899664	8.20362829065301
NM_001033122	10.4323945838075	11.3615392635558	12.2812687804437	12.2136371875957	12.571384339634	12.2047012876563	12.1706382766577	11.7758879145885	11.3999760123872	10.796256590049	10.343700987592	10.5155877727625	10.4422057931846	10.6340861471031	10.2829099664682	10.5353780662763	10.3495629813213	10.3580861440579	10.3333860306463	10.0604271990744	10.3634031350933	9.8051332359904
NM_183201	8.20876300118497	9.31610599981707	11.1976597411374	10.9172126991066	12.1527925484314	11.5195106897642	12.1202622622428	11.8276771838114	11.6893227462228	11.12947710995	11.1896970586928	10.5735254844429	11.022049036542	10.7875706501866	10.7819000074103	10.9450605058135	10.49427000205	11.2966735336175	10.3725326685956	10.5836731181266	10.2565415076795	9.71890083967381
NM_172796	7.18010461001403	7.44751126194903	8.78035377809849	9.41467545005714	10.0739542884722	9.83105593592	9.94320591247839	9.43941089286979	9.31925312485801	8.23621508838408	8.11620787226703	7.80844478000986	7.94144012781758	7.77502951651463	7.86086775071377	7.90193150034971	7.90070769648661	8.06792948965664	7.77591021367893	7.84605267745518	7.58623502811485	7.69569650831507
NM_011854	8.31017948283567	8.71927034548071	9.87609713772363	10.7050756263466	11.2040626606518	11.5491534880608	11.8574116737848	11.7932419161342	11.7607597056794	11.6890679072271	11.4972298389142	11.416807043757	11.3165086361362	11.4356228579967	11.4403049269784	11.3090160280596	11.2478179375561	11.5520443052128	11.4438311863063	11.0843989041377	11.2927530745772	11.0293325417255
XM_006534630	8.45181379418003	7.80883811157406	9.03312095824725	9.28992441421314	10.6417566350327	10.4958280028784	11.1381975710271	11.0594602043839	11.2399978508405	10.8791672638625	11.1801788917987	10.4116515388274	10.7442246042991	10.0660391998069	10.2041551924013	10.598457078092	10.2545944157395	10.4614585307502	9.79295471664285	10.3012078683905	9.91238348029215	9.19724596018784
NM_175664	8.79236552159051	11.4378153606688	8.3678491647086	9.02191384594503	8.13373628877189	10.1864184539784	8.78285425745177	9.41876209477683	9.76445018417335	9.84639707247972	9.00520049224485	8.48332461681682	10.0924414177094	8.51054292303092	9.67836273075648	8.67370568552096	9.30972661355307	8.46638967986973	8.31020262821553	9.14893815963415	8.69669288358478	8.54755330300587
NM_010591	8.44686894046055	8.00343690722899	10.0369080675891	10.013847586738	10.5870993916082	9.80248767959594	9.58015647615466	9.36104952627236	8.37290846588129	8.19024374987609	8.26086795988641	8.05259498302317	8.11657367737224	7.91758847595248	8.1135708465177	7.83833254536197	8.53380619641476	8.20131370954406	8.39328467034342	8.19537021649879	8.00052247316228	7.98583186977095
NM_153564	8.1415936870609	8.7020237254483	9.99129717864272	9.93375393696364	10.6618623677717	10.4546610241651	9.8054291764737	9.27926681100024	8.93992528978246	8.36575857490794	8.21136836535919	8.17290914258801	8.30169951625738	8.29411234150472	8.35432446442467	8.48127659624208	8.30951043575932	8.68325620469291	8.16853891914418	8.46767227651417	8.23113612255988	7.98205899407063
NM_001254747	5.94229438103645	6.18247171696338	7.18755627888472	7.99086327992218	8.55887560502265	9.05266496187415	9.05643042450116	8.54338731906232	8.31330685208991	7.76170429378092	7.31267459354233	7.18419083562818	7.10108674843959	7.0074447043249	7.13435552729516	7.01651101035549	7.21894007559981	7.34483030358583	6.83190025750196	6.85796560749814	6.83179511143443	6.57722343115505
NM_001033207	8.08070338525395	7.17133338391763	7.92311660936319	8.97761750226369	9.61660752057451	10.1267276743468	10.7295495531272	10.4732473866944	10.6480428968356	10.0642761610052	9.8363888846166	9.61484096127831	9.73191076272011	9.44738680160813	9.48806060043228	9.46331456421022	9.23635305705957	9.32002914155561	9.21913424685044	9.12116925439757	9.00464005861223	8.72933284246614
NM_199015	6.19552212569573	6.606781823919	6.95108314538736	7.47548685422397	8.35778141987816	8.47428184073217	9.86152018420665	9.53025928735505	9.16692428533804	8.74590165182641	8.14028313699591	8.12225335246742	7.9563153888416	8.02399215023655	7.97792591143584	8.23521850424206	7.90859748578627	8.00298537645375	7.92075164655437	7.87338702812669	7.99080329802024	7.35251417444298
NM_026122	6.32207378838507	6.40404237583532	7.43277809656407	8.22815853931091	8.53352548722401	8.82358253948983	9.08242364183753	8.8270710069755	8.80697876204749	8.23800822321018	7.51802586843223	7.09696954012769	7.22381382904662	6.94841007023866	7.17075120345929	7.16262098940864	7.06005414628714	7.24413685463131	7.26734337505826	7.0015510469017	7.02142643759395	6.85645506266759
NM_001145899	5.35495138894807	6.95049870413255	8.75339946971772	8.53944721313861	6.14152372264702	7.97191237023148	6.65925829836507	8.2080452044423	7.63595600823374	7.98439356952562	7.22383880433894	6.03751831581095	7.73968605153184	6.76236443888059	7.5547654120928	7.95793729648808	7.34468979810682	7.62104114213416	7.0625637331625	8.29427144386322	7.31577453718165	6.78744620612005
NM_009828	6.73530442564425	7.83983702156356	5.92871562281433	8.57315707743697	6.24961779863201	7.965868814421	7.69459137664119	8.2005078881621	8.50727643524436	8.77403350467397	8.04437108417357	6.9307414899646	8.17940826372024	6.66546194349033	8.25303845253091	6.99595981117707	7.64769277228713	7.50927258791868	8.4445468584436	7.05457182029376	7.72885620085656	9.03489241589925
NM_019949	7.87221272644852	8.45687076994542	8.43734221015863	9.66861416145531	9.87463018044148	10.4401380400615	11.0948363089776	11.071366396034	11.1835010224311	11.1572528657377	9.83258456432663	10.3316404522669	9.72170084116311	10.1958581842479	9.76781557601506	9.87038010393488	10.2137803816618	10.0713246181673	10.1116981763579	9.68154941576995	10.2986526962309	9.73174338029527
XM_006534630	9.6048034628034	8.99872859659409	9.92941192299243	10.4655519586056	11.5305775081229	11.549946069519	12.3011275270886	12.1341318924951	12.1919879012706	11.8558015086964	12.183390907934	11.5538527235519	11.8376527992688	11.4467935911168	11.5441645972589	11.5587622468983	11.3447774015189	12.0847730766076	11.0695198853428	11.5323816675157	10.9856248877624	10.6049755955691
NM_020578	7.92213480718059	7.8564194449259	8.68331461861383	9.42609011431461	9.62249529996392	10.1540702780441	10.9699141694376	10.8326783963761	10.152030160844	9.82522882707315	8.50311026240296	8.62639820716387	8.55475473572531	8.74847578897764	8.70923134153255	8.67268418533643	8.83310757385522	8.86392754825768	8.86975070241593	8.77236232615702	8.95202577409259	8.53287514031559
NM_011890	7.03641092345993	7.2981293132601	8.57435193428695	9.18243194114274	9.63506306002657	9.90386029884344	9.93248705276711	9.65476748165351	9.55880501473025	8.74990809458151	8.59874681204993	8.275633277843	8.36678688072486	8.12356171218832	8.26178130961794	8.22480869052153	8.02535902858138	8.66424699762289	8.37939463260015	7.9623019753428	7.86312836934342	7.80063040292221
AB116376	9.1414941700863	8.49100102035941	9.53058894453969	7.62127945099589	9.21974697627331	7.87002277861753	9.72229202169587	8.43228415681127	8.60909328817318	9.25153922475549	9.3202789446879	7.59045082847948	10.080124403212	9.3531596175973	9.71099777665567	8.70546003777884	8.71320912422691	9.17627005462465	7.17325536582507	9.44289460575702	8.24442564340526	7.43103751445022
AB116376	9.1414941700863	8.49100102035941	9.53058894453969	7.62127945099589	9.21974697627331	7.87002277861753	9.72229202169587	8.43228415681127	8.60909328817318	9.25153922475549	9.3202789446879	7.59045082847948	10.080124403212	9.3531596175973	9.71099777665567	8.70546003777884	8.71320912422691	9.17627005462465	7.17325536582507	9.44289460575702	8.24442564340526	7.43103751445022
NM_001302376	6.68535822522851	7.54098703871013	8.41116284924282	9.45771402276232	8.97793036873729	9.62087836757836	9.37483887311499	9.19599336076716	8.52508583290875	8.51799669188819	7.39578029847394	7.81470377713961	7.52077699698502	7.7802810395054	7.72672317810966	7.59002225317515	7.94870841336204	7.96417722107609	7.5645275724186	7.66881068165284	7.862530527345	7.25476680568368
NM_001081024	8.57314146902169	9.43539110630109	10.7330263480709	10.5082753630403	11.3968750503532	11.0988874324808	11.1365208528005	10.4738577127187	10.5781943890696	9.87592760544257	9.91575101858208	9.52476636411335	9.51615632610559	9.41967456876725	9.43414128717605	9.7195854276679	9.46511248634945	9.88057449645093	9.17781009906161	9.45097993869072	9.23513680548692	8.80372130065773
NM_011150	9.07350968924192	8.94363600881344	10.5105582968424	10.6716489951621	11.4013800678901	11.2786681957206	12.1773413975551	11.9915320882865	11.6176012540572	11.8415303339294	11.6748745147511	11.2692618530372	11.5919995390259	11.6328791019955	11.587426499779	11.2419293142005	11.4389715680867	11.6292943349748	10.9811978403932	11.3147405736665	11.2424576842128	10.1943649959094
NM_011163	8.03090928830652	8.5447789556982	10.0957960609718	10.2670530840228	11.103882843923	10.7532372572464	11.0048958656155	10.5438664539252	10.5959938681048	9.95897663270216	10.2164427667431	9.63618634213633	9.83580404741008	9.52596350298343	9.67466191698287	9.86919912746475	9.6059015748526	10.1189081316621	9.21663351254043	9.56209058598867	9.18806715118611	8.79772184497398
XM_006534630	9.84064799555789	9.62645012447683	10.8182095887417	10.7953942166915	12.1158868311934	11.7825935554346	12.6174082834295	12.3854941600908	12.5802721370717	12.1329383154834	12.5465090977993	11.6432709860935	12.2623466167275	11.698511629512	11.8754478119676	11.8451912445842	11.52846442643	12.4666553716004	11.3036647297926	11.7960110102541	11.1673172859293	10.656875214204
NM_020557	9.06106183253595	10.2218117086773	11.3676488038016	11.7728742603102	12.0471545060493	11.893515377901	11.8664240562082	11.4011929936694	11.2039538766381	10.8232105257848	10.4317565397752	10.3971249475643	10.2482604529584	10.3912596667	10.3009970882999	10.3454769972985	10.4263946643621	10.714431418611	10.2559445551355	10.2265947148901	10.2645458442025	9.86843361227264
NM_010101	9.22143003611442	8.16323408430064	7.93976159316049	7.71491258030726	6.86492658143475	7.09025783525344	9.6064451069415	9.3631326009083	8.92227919133556	9.68727798335675	9.42500264230972	8.91462150093624	9.30526127946978	9.27294963934754	9.28810673044702	8.98330759647864	9.24396050645478	9.579986967377	9.27452874137814	9.55631378744134	9.28041854866701	9.3732249545521
NM_001252600	9.01061586707159	9.09659303241226	10.5808620054895	10.9160617040627	11.4552573053844	11.5885352603209	12.1496251956072	12.0752266738275	12.0377763422067	11.9332230396881	11.5999573205886	11.5901841792609	11.4967599105199	11.7026442001782	11.5698989680721	11.5533605726925	11.6293842720366	11.774248561097	11.2689428105257	11.4826022718836	11.6218876351246	10.7926608279047
NM_010501	9.48461210056547	11.666233671041	12.6861441043761	12.5753291867628	12.9409401537043	12.734698598288	12.7086361885158	12.4255851496834	12.4124048199889	12.0606021953635	11.8843094715647	11.600747176232	11.7983182655938	11.7778795483335	11.7648455428613	11.7707643264858	11.7006669753618	12.1193865929664	11.3860762063341	11.6170645977288	11.525186209451	10.8373410610146
NR_029412	9.37687293092856	10.879408304947	10.650589299875	8.41022638500106	9.55939245145341	9.09120901388861	9.68635848426172	9.79702930515896	9.83087989798546	9.47320778472777	9.26161200756534	8.69966857556482	10.3145059110139	9.71790132309974	9.66487241419495	9.23469164122136	8.69528031857432	9.38230893623923	7.96982249338325	9.64490344851191	8.77708768065637	7.98968025669949
NM_197986	7.16015889693996	6.97370539214598	8.08755041926696	9.03086177401775	9.08211686020181	9.48087930982377	9.09994315434902	8.53794702253395	7.98731175939483	7.74065944459859	7.29457377152143	7.56840409737697	7.25749289453305	7.48229312985166	7.38571604532948	7.40932918972095	7.42957927796146	7.45004397011897	7.06544694047159	7.28602858790359	7.27753617590249	7.34065216296746
XM_006534630	9.24874306849668	8.98226818442466	10.1694504996363	9.85859113676235	11.5480573665949	10.9016697294306	11.7769987013483	11.4701272056775	11.8811668985255	11.4477563369146	11.8579327050452	10.8658171299271	11.5433380970954	10.8986886355447	11.1326978021733	11.160454388834	10.995543517419	11.6631216425205	10.5144273265852	11.228923465215	10.4620815770184	9.9691580026741
NM_011407	6.86212653003105	9.54408416447974	10.1562461188513	10.3548225606654	10.5777796341998	10.9056655344702	10.3302563587083	10.4284521350147	10.3950555276797	10.0223515704955	9.7311003465682	10.1124922947332	10.1090772176503	10.0282095501625	10.077333912041	9.98408568063141	10.3019709345604	10.4079439537211	9.88600154413434	9.89651527138944	10.1283573279097	9.42862962861559
NR_028558	6.45309125447337	8.8441008503476	7.06456685375407	6.73415217042489	6.83564797491889	7.80880563998103	6.72329398630325	8.13257574434532	7.26493859311452	6.6647226093197	6.45184777572178	7.01747552110835	7.32983063525258	7.28629154284471	6.05871599702009	6.86222077857828	6.96842029480017	5.9369208426048	6.65302284213671	5.92599024056506	6.72651855433992	6.54134165170754
NM_001045540	5.70768303635953	6.81480851294309	7.55086564701931	8.39980603925656	8.51807773019034	9.28638067722524	8.93913328874526	8.45115274828053	8.34955252073456	7.76869974590594	7.5791603952392	7.58926212575549	7.67702445173183	7.59889816235559	7.1584200052397	7.60511087852427	7.36957412744722	7.42052804701415	7.61101800685605	7.13877635099561	7.2938650597402	7.46269109629888
NM_001033207	7.04961072740121	7.00885023429551	6.88432059676906	7.11927350059119	7.74372496756648	8.55965671461404	9.61823973727004	9.41353260688475	9.51870051500972	9.03644946277266	8.4957986732708	8.40447505673228	8.48568141331329	8.50310420253292	8.43924122603358	8.25466936625217	8.24303513410816	8.29066500614153	7.86049331497268	8.0748182019222	8.05821913971277	7.64562276096246
NM_001252374	7.50135095174589	8.478165661327	9.59173929725387	9.73358049133795	10.0910787467388	10.3466674016028	10.4479777554298	10.0884451543735	9.97922042649889	9.51970439885164	9.14770679115286	8.86832682504598	9.23386194873378	9.18018195696902	9.21448563117193	9.16896767709603	8.97087236400363	9.04162125075576	8.50376901106149	8.79985244782619	8.62937199038872	7.91562110022823
NM_145227	8.53876860088224	8.92018139340075	10.5699845193329	10.8365405184601	11.497113016158	11.4672673321319	11.9051069697327	11.5126171260828	11.5244850639774	11.178271830041	11.3229588166869	10.951016128174	10.9820600954817	10.8842432187168	10.8722204311815	11.0598165472153	10.9089532848481	11.4617125463391	10.8083196652655	10.9521886669073	10.6510152620887	10.3439624000204
XR_379689	9.09826947300329	8.47768349524878	9.49043499893393	7.70053390691345	9.15523068901436	7.84754500823008	9.69669535143339	8.45037989852901	8.65702318672794	9.25725567396585	9.32402763970554	7.63309222557483	9.97258225553409	9.27813934091766	9.63910095024517	8.72735592453811	8.7377340332278	9.1948354386724	7.28760213223528	9.28728806166368	8.26293936368005	7.46805847047763
XR_379689	9.09826947300329	8.47768349524878	9.49043499893393	7.70053390691345	9.15523068901436	7.84754500823008	9.69669535143339	8.45037989852901	8.65702318672794	9.25725567396585	9.32402763970554	7.63309222557483	9.97258225553409	9.27813934091766	9.63910095024517	8.72735592453811	8.7377340332278	9.1948354386724	7.28760213223528	9.28728806166368	8.26293936368005	7.46805847047763
XM_006534630	10.3084165411424	9.83432776258301	10.9489928882618	11.2558580398143	12.3127776693949	12.2193263797396	12.9503292991552	12.7186672553615	12.8513314818345	12.5314581866718	12.8670472604803	12.2055509970821	12.4824974395747	12.123573308681	12.2710997095117	12.2203922034308	11.9832639866264	12.7592734287422	11.9027200502747	12.2007827187953	11.7092635160625	11.4685736455675
NM_178200	10.1676262695183	11.8056810514683	9.49753757313137	11.5738543516487	9.50984527763109	11.2007389354006	9.99012821341968	11.0139761328159	10.8359225582947	11.081664834624	10.2659675329217	10.5519765048266	11.0709694394816	10.0354552912204	10.9463909907861	10.049238748742	11.1709385401168	9.70939220649991	11.2084267170244	10.6164084206943	10.814281637625	11.7672304596101
NM_001033207	9.03919015241202	8.45133584270467	8.62510287004974	9.15568397365693	9.88101941575493	10.4353564256806	11.4366806712782	11.3359676883428	11.3049379104154	10.8057205288203	10.4628828407535	10.3842833396366	10.4353183603575	10.4238370317449	10.3936968811238	10.3689173118785	10.132725953516	10.4050531809492	10.3761213762902	10.0892365436586	9.90615826157305	9.71419564778027
NM_001033207	8.05248898791509	7.54341119344799	8.07383864016158	9.25903893562948	9.91756407545109	10.0116473211023	10.6506614184159	10.2702478013729	10.3970226299268	9.83992502342154	9.65642378859581	9.25538485324627	9.37323714511935	9.47693473259368	9.39620125278613	9.44641493323348	9.35026821411938	9.45917067034589	8.99560999791325	9.2371844355751	9.11612146394476	8.42934748915888
NM_001164289	8.28027440655964	8.16065430738342	9.68460186372637	10.2127584525394	10.8424101220468	10.5803261071363	11.1572365519322	10.7061137264188	10.592410435704	9.8642470871406	9.65000110679501	9.63379808960226	9.40138071959717	9.52464480493114	9.4021316307096	9.87075289874046	9.42497253518448	9.56424297846947	9.39144334870029	9.40136102147983	9.54349679440737	8.96082985578718
NM_001113527	8.74950938470243	10.1699166929683	10.6247591117982	11.2345195149836	11.4943690368793	12.0122820470591	12.2177400675381	11.9793908203557	11.9818303656814	11.8231662991053	10.7923086503511	11.118208010006	10.8105910293789	11.0796601994109	10.8781514925399	10.7531206347396	11.0061288676758	10.8750525957038	10.8855848390821	10.6688185121734	10.9451615728756	10.4425178855748
NM_001033207	8.08694222982424	7.51174518209026	8.37323803558878	9.53238002373031	10.0450753312376	10.6842095066948	10.4805148251709	10.1690016809965	10.1257041614267	9.70663761678804	9.59712984906611	9.64561773872355	9.35334761392429	9.48934321392666	9.3279293704855	9.49297187974006	9.16005377445793	9.39527427345795	9.21483931017905	9.16819290607003	9.03961701280599	8.59180077164489
XM_006534630	9.94576992698993	9.45304381875177	10.7683901668448	10.3619053217769	11.8581008398646	11.6574591297626	12.4138871225785	12.14685589066	12.2756487341286	11.8670040084928	12.2760868805471	11.4283994078905	11.9057291321102	11.4913025684044	11.6614280313747	11.6460989857989	11.424258994286	12.2090699621956	11.0589485189637	11.5784692445583	11.0572626305141	10.3273146188324
NM_001159419	8.51296848867722	8.00621463123471	8.61198410253887	9.60747607239152	10.0533220449107	10.3195427108882	11.2176263852092	10.7562990712819	10.6005169287847	10.4144435892069	9.66666809663311	9.39214639207038	9.43021224578857	9.472566195593	9.46061462976957	9.47358940565098	9.35056140318133	9.77999580111925	9.35101627049708	9.22536258729205	9.14854670286751	8.87125700125709
NM_152839	8.72596475488896	10.8621648049426	9.2076219435713	11.1368307174239	8.52499364889784	10.6838907913333	10.4144580736446	11.0711858175011	10.2604182503066	11.1274007230012	10.5273783171808	9.39027129050279	10.2012109365159	9.83298214811456	10.716227573982	9.74419703153122	10.4168224873013	9.20118410142255	10.4495212226962	10.2412642372207	9.88062310115185	10.3378435137468
